Date,Product,Category,Quantity,Unit_Price,Sales,Region
2023-04-03,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.58,15.58,West
2024-05-09,Laptop Pro 15,Technology,10,1247.71,12477.1,North
2022-03-31,Ergonomic Mechanical Keyboard,Technology,3,124.78,374.34,South
2021-12-02,Document Filing Cabinet Tray,Office Supplies,3,34.39,118.65,Central
2024-01-25,Multipurpose Copy Paper (Carton),Office Supplies,4,41.22,164.88,North
2024-10-12,Heavy-Duty Stapler & Staples,Office Supplies,1,25.94,25.94,East
2023-01-08,Multipurpose Copy Paper (Carton),Office Supplies,2,42.79,85.58,North
2021-04-01,Document Filing Cabinet Tray,Office Supplies,5,36.12,180.6,East
2022-03-09,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,15.67,47.01,West
2023-04-26,Multipurpose Copy Paper (Carton),Office Supplies,1,40.65,40.65,South
2024-02-21,Document Filing Cabinet Tray,Office Supplies,1,35.26,35.26,West
2024-06-14,Conference Room Table,Furniture,1,779.67,779.67,Central
2022-09-15,Conference Room Table,Furniture,4,769.25,3077.0,East
2023-10-10,Ergonomic Mechanical Keyboard,Technology,1,133.27,133.27,East
2022-09-30,Self-Adhesive Sticky Notes Bulk,Office Supplies,2,14.8,29.6,North
2024-11-10,Wireless Noise-Canceling Headphones,Technology,1,198.87,228.7,South
2022-06-20,High-Back Mesh Chair,Furniture,4,244.3,977.2,Central
2022-12-19,Laptop Pro 15,Technology,15,1150.14,19839.91,North
2025-06-30,Wireless Noise-Canceling Headphones,Technology,5,205.99,1029.95,North
2025-03-28,HD Streaming Webcam 1080p,Electronics Accessories,4,67.63,270.52,Central
2023-05-02,Smartphone Ultra,Technology,2,886.8,1773.6,North
2024-07-17,Standing Desk Converter,Furniture,1,176.17,176.17,North
2023-11-27,Gel Pens Pack (24ct),Office Supplies,1,18.06,18.06,East
2025-06-22,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.47,61.41,East
2022-06-14,External SSD 1TB,Electronics Accessories,15,106.01,1590.15,South
2024-04-14,Smartphone Ultra,Technology,1,867.84,867.84,North
2025-03-04,Laptop Pro 15,Technology,2,1254.83,2509.66,South
2023-06-22,Standing Desk Converter,Furniture,1,178.34,178.34,North
2023-05-20,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,16.16,16.16,East
2022-07-21,Ergonomic Mechanical Keyboard,Technology,4,125.5,502.0,Central
2025-05-22,4K Ultra HD Monitor,Technology,5,343.93,1719.65,North
2022-09-09,Smartphone Ultra,Technology,1,888.37,888.37,West
2022-07-20,Gel Pens Pack (24ct),Office Supplies,2,18.33,36.66,South
2021-07-24,High-Back Mesh Chair,Furniture,8,237.64,1901.12,West
2024-02-19,HD Streaming Webcam 1080p,Electronics Accessories,1,68.83,68.83,Central
2025-02-05,Smartphone Ultra,Technology,15,862.26,12933.9,East
2022-05-07,Heavy-Duty Stapler & Staples,Office Supplies,1,24.22,24.22,South
2024-05-22,Standing Desk Converter,Furniture,2,176.58,353.16,Central
2021-11-24,Ergonomic Mechanical Keyboard,Technology,5,128.73,740.2,West
2022-11-20,Laptop Pro 15,Technology,4,1218.89,5606.89,West
2025-11-30,Conference Room Table,Furniture,2,818.51,1637.02,East
2022-05-30,HD Streaming Webcam 1080p,Electronics Accessories,1,73.05,73.05,East
2022-06-27,Precision Wireless Mouse,Electronics Accessories,10,41.85,418.5,West
2023-01-17,Conference Room Table,Furniture,1,774.62,774.62,East
2022-01-10,Executive Ergonomic Desk,Furniture,3,554.95,,Central
2024-08-17,Laptop Pro 15,Technology,3,1258.47,3775.41,North
2021-11-08,USB-C Fast Charging Hub,Electronics Accessories,1,50.97,50.97,East
2023-12-14,Gel Pens Pack (24ct),Office Supplies,4,18.29,84.13,North
2021-07-27,Standing Desk Converter,Furniture,2,184.5,369.0,Central
2021-12-15,High-Back Mesh Chair,Furniture,1,246.77,246.77,Central
2023-08-09,Bookshelf 5-Tier,Furniture,1,151.91,151.91,West
2025-05-20,Multipurpose Copy Paper (Carton),Office Supplies,3,43.03,129.09,West
2022-01-31,Wireless Noise-Canceling Headphones,Technology,2,209.92,419.84,West
2022-07-07,High-Back Mesh Chair,Furniture,2,261.11,522.22,East
2021-05-27,Wireless Noise-Canceling Headphones,Technology,1,191.25,191.25,North
2024-08-31,Gel Pens Pack (24ct),Office Supplies,1,19.45,19.45,East
2025-03-26,Conference Room Table,Furniture,2,764.63,1529.26,North
2024-08-01,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,4,20.5,82.0,East
2024-03-28,Heavy-Duty Stapler & Staples,Office Supplies,1,26.1,26.1,Central
2024-10-20,High-Back Mesh Chair,Furniture,10,258.97,2589.7,South
2023-09-02,4K Ultra HD Monitor,Technology,2,362.34,724.68,North
2023-05-22,Executive Ergonomic Desk,Furniture,1,564.29,564.29,West
2021-02-24,Gel Pens Pack (24ct),Office Supplies,1,18.11,18.11,North
2023-01-27,Document Filing Cabinet Tray,Office Supplies,5,36.14,180.7,North
2023-01-09,Wireless Noise-Canceling Headphones,Technology,1,206.19,206.19,South
2021-09-14,Standing Desk Converter,Furniture,2,180.95,361.9,Central
2024-07-16,High-Back Mesh Chair,Furniture,1,253.29,253.29,North
2023-09-11,4K Ultra HD Monitor,Technology,2,347.59,695.18,South
2022-07-24,USB-C Fast Charging Hub,Electronics Accessories,5,48.45,242.25,North
2024-08-04,Smartphone Ultra,Technology,3,925.67,2777.01,East
2021-03-23,USB-C Fast Charging Hub,Electronics Accessories,2,50.28,100.56,West
2025-06-11,4K Ultra HD Monitor,Technology,1,343.07,343.07,West
2024-03-12,Standing Desk Converter,Furniture,2,181.82,363.64,North
2021-11-10,Precision Wireless Mouse,Electronics Accessories,15,39.89,688.1,East
2024-05-28,Laptop Pro 15,Technology,4,1166.1,4664.4,South
2021-01-12,Standing Desk Converter,Furniture,1,188.75,188.75,Central
2023-12-12,HD Streaming Webcam 1080p,Electronics Accessories,5,72.03,414.17,South
2024-07-17,External SSD 1TB,Electronics Accessories,2,111.59,223.18,Central
2023-10-22,Document Filing Cabinet Tray,Office Supplies,3,36.4,109.2,North
2023-04-14,Gel Pens Pack (24ct),Office Supplies,4,18.91,75.64,North
2023-12-02,External SSD 1TB,Electronics Accessories,2,106.43,212.86,East
2021-08-23,Ergonomic Mechanical Keyboard,Technology,1,130.58,130.58,South
2022-05-04,Wireless Noise-Canceling Headphones,Technology,2,192.46,384.92,West
2024-09-27,External SSD 1TB,Electronics Accessories,2,108.06,216.12,South
2023-10-23,USB-C Fast Charging Hub,Electronics Accessories,1,52.0,52.0,West
2021-03-11,HD Streaming Webcam 1080p,Electronics Accessories,1,71.53,71.53,South
2023-06-02,Smartphone Ultra,Technology,4,912.5,3650.0,East
2025-06-10,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,15.75,47.25,South
2022-09-26,Executive Ergonomic Desk,Furniture,1,568.38,568.38,South
2025-09-28,High-Back Mesh Chair,Furniture,1,255.3,255.3,Central
2022-06-19,Gel Pens Pack (24ct),Office Supplies,1,19.22,19.22,West
2022-07-01,External SSD 1TB,Electronics Accessories,2,111.13,222.26,Central
2021-11-08,Conference Room Table,Furniture,1,786.01,903.91,Central
2024-07-14,Smartphone Ultra,Technology,2,862.44,1724.88,North
2023-05-20,Document Filing Cabinet Tray,Office Supplies,3,35.75,107.25,North
2022-08-10,Multipurpose Copy Paper (Carton),Office Supplies,3,44.54,133.62,North
2023-06-27,Smartphone Ultra,Technology,3,921.23,2763.69,South
2024-07-12,Smartphone Ultra,Technology,3,877.82,2633.46,East
2025-04-26,High-Back Mesh Chair,Furniture,1,246.7,246.7,East
2024-01-30,High-Back Mesh Chair,Furniture,1,240.75,240.75,West
2025-02-01,Precision Wireless Mouse,Electronics Accessories,1,38.96,38.96,South
2021-02-05,Laptop Pro 15,Technology,2,1169.08,2338.16,West
2025-12-20,Wireless Noise-Canceling Headphones,Technology,5,205.45,1181.34,South
2023-10-14,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.86,20.86,East
2023-12-26,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,10,20.28,233.22,East
2022-08-03,Bookshelf 5-Tier,Furniture,3,152.45,457.35,
2025-01-21,USB-C Fast Charging Hub,Electronics Accessories,1,51.24,51.24,North
2021-12-16,Ergonomic Mechanical Keyboard,Technology,2,135.07,310.66,North
2022-03-20,High-Back Mesh Chair,Furniture,3,239.46,718.38,South
2024-10-08,USB-C Fast Charging Hub,Electronics Accessories,1,47.57,47.57,Central
2023-04-20,Bookshelf 5-Tier,Furniture,2,142.4,284.8,South
2024-06-02,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.17,19.17,West
2022-10-27,USB-C Fast Charging Hub,Electronics Accessories,1,52.23,52.23,East
2025-01-22,Smartphone Ultra,Technology,2,921.11,1842.22,East
2023-09-09,4K Ultra HD Monitor,Technology,1,353.13,353.13,East
2025-08-12,Ergonomic Mechanical Keyboard,Technology,10,125.09,1250.9,Central
2021-04-14,Standing Desk Converter,Furniture,1,171.17,171.17,Central
2025-04-23,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,19.39,38.78,North
2022-09-01,Smartphone Ultra,Technology,3,918.72,2756.16,East
2022-02-03,Gel Pens Pack (24ct),Office Supplies,2,19.25,38.5,East
2022-09-04,Laptop Pro 15,Technology,1,1189.25,1189.25,East
2023-12-17,4K Ultra HD Monitor,Technology,4,351.29,1405.16,West
2023-08-28,HD Streaming Webcam 1080p,Electronics Accessories,2,70.63,141.26,East
2021-07-21,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.34,15.34,Central
2025-12-03,Wireless Noise-Canceling Headphones,Technology,4,208.75,835.0,South
2024-01-29,External SSD 1TB,Electronics Accessories,1,106.23,106.23,West
2021-04-26,Laptop Pro 15,Technology,3,1220.97,3662.91,North
2025-11-25,Ergonomic Mechanical Keyboard,Technology,1,134.38,154.54,Central
2025-05-01,HD Streaming Webcam 1080p,Electronics Accessories,4,70.16,280.64,South
2022-08-03,High-Back Mesh Chair,Furniture,4,246.46,985.84,West
2021-08-06,Bookshelf 5-Tier,Furniture,2,147.87,295.74,South
2023-12-08,Document Filing Cabinet Tray,Office Supplies,1,34.76,39.97,North
2025-08-30,Standing Desk Converter,Furniture,1,176.43,176.43,Central
2021-11-19,Laptop Pro 15,Technology,2,1151.64,2648.77,North
2025-07-11,High-Back Mesh Chair,Furniture,4,248.78,995.12,South
2023-04-13,Wireless Noise-Canceling Headphones,Technology,5,200.89,1004.45,North
2024-04-13,Laptop Pro 15,Technology,1,1209.08,1209.08,East
2022-08-20,External SSD 1TB,Electronics Accessories,1,105.72,105.72,South
2023-12-04,Wireless Noise-Canceling Headphones,Technology,2,201.08,462.48,Central
2023-06-07,USB-C Fast Charging Hub,Electronics Accessories,2,51.24,102.48,West
2024-09-12,Precision Wireless Mouse,Electronics Accessories,2,40.64,81.28,East
2024-06-26,Standing Desk Converter,Furniture,2,171.46,342.92,South
2024-09-30,HD Streaming Webcam 1080p,Electronics Accessories,20,70.11,1402.2,East
2023-06-22,Laptop Pro 15,Technology,3,1155.59,3466.77,
2021-12-20,Laptop Pro 15,Technology,2,1140.3,2280.6,West
2024-06-19,Gel Pens Pack (24ct),Office Supplies,1,18.66,18.66,East
2023-10-05,Gel Pens Pack (24ct),Office Supplies,20,18.55,371.0,North
2025-07-04,External SSD 1TB,Electronics Accessories,15,105.65,1584.75,West
2022-07-05,4K Ultra HD Monitor,Technology,4,341.91,1367.64,East
2021-01-27,External SSD 1TB,Electronics Accessories,2,105.55,211.1,South
2021-02-05,Laptop Pro 15,Technology,8,1216.75,9734.0,East
2025-03-13,Bookshelf 5-Tier,Furniture,1,142.34,142.34,East
2021-06-02,Gel Pens Pack (24ct),Office Supplies,1,18.59,18.59,East
2025-06-12,Precision Wireless Mouse,Electronics Accessories,5,39.87,199.35,East
2021-03-21,Wireless Noise-Canceling Headphones,Technology,1,195.13,195.13,North
2025-06-09,Smartphone Ultra,Technology,1,915.62,915.62,West
2023-03-20,Standing Desk Converter,Furniture,2,177.29,354.58,East
2024-09-07,Document Filing Cabinet Tray,Office Supplies,2,34.28,,East
2023-12-14,Bookshelf 5-Tier,Furniture,2,155.76,358.25,North
2022-05-16,4K Ultra HD Monitor,Technology,1,355.18,355.18,East
2024-01-05,Gel Pens Pack (24ct),Office Supplies,8,19.64,157.12,North
2021-03-18,Laptop Pro 15,Technology,1,1143.65,1143.65,East
2021-02-12,Heavy-Duty Stapler & Staples,Office Supplies,3,24.17,72.51,North
2021-11-03,4K Ultra HD Monitor,Technology,4,359.25,1652.55,North
2022-10-17,4K Ultra HD Monitor,Technology,3,346.3,1038.9,South
2021-07-23,Executive Ergonomic Desk,Furniture,3,560.11,,East
2024-11-06,High-Back Mesh Chair,Furniture,1,245.55,282.38,East
2021-11-13,USB-C Fast Charging Hub,Electronics Accessories,1,47.91,47.91,East
2021-12-28,Executive Ergonomic Desk,Furniture,1,560.94,560.94,South
2022-07-30,Laptop Pro 15,Technology,4,1146.97,4587.88,North
2024-09-06,HD Streaming Webcam 1080p,Electronics Accessories,2,69.82,139.64,West
2024-12-24,Wireless Noise-Canceling Headphones,Technology,2,201.7,463.91,South
2025-04-04,Standing Desk Converter,Furniture,5,176.82,884.1,South
2021-02-05,Laptop Pro 15,Technology,4,1223.04,4892.16,South
2025-01-01,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,16.15,16.15,North
2025-06-08,Smartphone Ultra,Technology,1,900.49,900.49,North
2023-12-12,4K Ultra HD Monitor,Technology,1,348.62,400.91,
2022-07-13,USB-C Fast Charging Hub,Electronics Accessories,20,49.64,992.8,North
2022-10-11,USB-C Fast Charging Hub,Electronics Accessories,1,51.7,51.7,Central
2025-12-20,Precision Wireless Mouse,Electronics Accessories,3,39.48,136.21,East
2023-07-23,Conference Room Table,Furniture,2,817.06,1634.12,Central
2022-04-11,Laptop Pro 15,Technology,3,1182.46,3547.38,East
2025-05-14,Laptop Pro 15,Technology,1,1209.31,1209.31,Central
2024-06-28,Heavy-Duty Stapler & Staples,Office Supplies,10,26.17,261.7,East
2022-10-05,HD Streaming Webcam 1080p,Electronics Accessories,2,73.24,146.48,South
2023-12-30,4K Ultra HD Monitor,Technology,1,345.21,396.99,
2023-12-08,HD Streaming Webcam 1080p,Electronics Accessories,3,70.09,241.81,West
2023-12-15,Ergonomic Mechanical Keyboard,Technology,1,127.14,127.14,Central
2025-05-01,Bookshelf 5-Tier,Furniture,3,142.54,427.62,Central
2025-07-30,HD Streaming Webcam 1080p,Electronics Accessories,1,68.89,68.89,North
2023-06-27,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,16.01,48.03,East
2022-02-23,Laptop Pro 15,Technology,2,1203.67,2407.34,West
2022-09-02,Ergonomic Mechanical Keyboard,Technology,3,133.74,401.22,East
2022-10-06,Wireless Noise-Canceling Headphones,Technology,1,190.62,190.62,Central
2021-07-20,4K Ultra HD Monitor,Technology,3,361.84,1085.52,East
2025-07-11,Wireless Noise-Canceling Headphones,Technology,3,196.19,588.57,Central
2023-06-28,HD Streaming Webcam 1080p,Electronics Accessories,1,69.13,69.13,West
2024-06-18,Multipurpose Copy Paper (Carton),Office Supplies,5,41.97,209.85,East
2022-01-12,Multipurpose Copy Paper (Carton),Office Supplies,20,43.38,867.6,North
2025-05-19,Heavy-Duty Stapler & Staples,Office Supplies,1,23.99,23.99,Central
2025-05-10,Executive Ergonomic Desk,Furniture,3,549.53,1648.59,North
2025-02-15,Document Filing Cabinet Tray,Office Supplies,4,33.31,133.24,Central
2023-12-07,External SSD 1TB,Electronics Accessories,1,109.25,125.64,Central
2025-01-16,Self-Adhesive Sticky Notes Bulk,Office Supplies,2,15.64,31.28,South
2022-03-29,Heavy-Duty Stapler & Staples,Office Supplies,1,24.38,24.38,West
2023-10-04,External SSD 1TB,Electronics Accessories,3,112.24,336.72,East
2022-12-13,Self-Adhesive Sticky Notes Bulk,,1,16.06,18.47,South
2024-02-25,External SSD 1TB,,1,115.12,115.12,North
2023-05-09,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.9,62.7,North
2024-10-14,High-Back Mesh Chair,Furniture,2,249.21,498.42,West
2025-07-13,4K Ultra HD Monitor,Technology,1,355.65,355.65,East
2023-10-24,USB-C Fast Charging Hub,Electronics Accessories,1,52.11,52.11,North
2021-12-08,Smartphone Ultra,Technology,1,869.79,869.79,North
2021-01-27,High-Back Mesh Chair,Furniture,4,243.49,973.96,North
2023-08-19,USB-C Fast Charging Hub,,1,52.23,52.23,North
2021-09-07,External SSD 1TB,Electronics Accessories,2,115.08,230.16,North
2024-06-13,Document Filing Cabinet Tray,Office Supplies,2,36.67,73.34,East
2024-03-12,Gel Pens Pack (24ct),Office Supplies,3,18.75,56.25,West
2023-11-12,Heavy-Duty Stapler & Staples,Office Supplies,2,25.45,58.53,East
2024-01-17,Precision Wireless Mouse,Electronics Accessories,3,41.2,,East
2023-03-30,Laptop Pro 15,Technology,5,1169.3,5846.5,South
2024-02-19,HD Streaming Webcam 1080p,Electronics Accessories,8,68.97,551.76,East
2021-04-08,USB-C Fast Charging Hub,Electronics Accessories,1,48.97,48.97,East
2025-12-18,Laptop Pro 15,Technology,2,1196.55,2393.1,West
2021-05-23,Heavy-Duty Stapler & Staples,Office Supplies,3,25.39,76.17,East
2021-01-31,Executive Ergonomic Desk,Furniture,5,546.22,2731.1,East
2022-05-30,USB-C Fast Charging Hub,Electronics Accessories,5,51.07,255.35,North
2023-10-25,USB-C Fast Charging Hub,Electronics Accessories,1,50.84,50.84,West
2023-12-30,Multipurpose Copy Paper (Carton),Office Supplies,1,43.59,50.13,South
2025-04-25,HD Streaming Webcam 1080p,Electronics Accessories,1,70.77,70.77,East
2025-05-04,Executive Ergonomic Desk,Furniture,3,567.26,1701.78,West
2023-12-29,4K Ultra HD Monitor,Technology,2,363.31,835.61,North
2025-03-17,Document Filing Cabinet Tray,Office Supplies,1,35.68,35.68,Central
2021-01-30,Standing Desk Converter,Furniture,1,182.64,182.64,North
2024-01-18,Laptop Pro 15,Technology,2,1150.13,2300.26,Central
2025-07-15,Conference Room Table,Furniture,3,776.96,2330.88,North
2025-09-21,External SSD 1TB,Electronics Accessories,2,110.67,221.34,North
2022-04-26,Ergonomic Mechanical Keyboard,Technology,2,128.09,256.18,West
2023-09-16,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.46,19.46,East
2023-12-21,Laptop Pro 15,Technology,2,1194.92,2748.32,West
2022-04-30,Multipurpose Copy Paper (Carton),Office Supplies,2,40.45,80.9,Central
2022-04-11,4K Ultra HD Monitor,Technology,1,366.17,366.17,West
2023-12-26,Executive Ergonomic Desk,Furniture,1,534.25,534.25,North
2022-07-26,Wireless Noise-Canceling Headphones,Technology,1,197.04,197.04,East
2022-04-13,Wireless Noise-Canceling Headphones,Technology,4,204.6,818.4,North
2024-09-25,High-Back Mesh Chair,Furniture,3,259.53,778.59,South
2021-11-08,Smartphone Ultra,Technology,1,903.93,1039.52,North
2021-09-09,HD Streaming Webcam 1080p,Electronics Accessories,2,69.88,139.76,South
2024-09-29,Wireless Noise-Canceling Headphones,Technology,3,206.15,618.45,North
2023-10-15,Conference Room Table,Furniture,2,835.12,1670.24,West
2021-11-12,Gel Pens Pack (24ct),Office Supplies,1,19.51,22.44,West
2023-10-19,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.2,15.2,North
2022-11-10,Standing Desk Converter,Furniture,2,188.94,434.56,North
2021-08-06,Wireless Noise-Canceling Headphones,Technology,1,203.93,203.93,South
2021-11-26,Smartphone Ultra,Technology,5,937.36,4686.8,East
2021-12-19,Conference Room Table,Furniture,2,780.69,1795.59,South
2025-08-10,Conference Room Table,Furniture,2,823.73,1647.46,West
2023-03-02,USB-C Fast Charging Hub,Electronics Accessories,3,48.48,145.44,South
2023-08-04,4K Ultra HD Monitor,Technology,1,343.2,343.2,North
2023-12-29,Ergonomic Mechanical Keyboard,Technology,1,124.18,124.18,South
2024-02-12,Smartphone Ultra,Technology,5,857.34,4286.7,East
2022-08-21,Multipurpose Copy Paper (Carton),Office Supplies,2,42.7,85.4,East
2024-07-04,Conference Room Table,Furniture,2,829.22,1658.44,West
2025-03-07,Wireless Noise-Canceling Headphones,Technology,3,190.32,570.96,South
2023-12-15,Wireless Noise-Canceling Headphones,Technology,1,198.87,198.87,East
2022-09-10,USB-C Fast Charging Hub,Electronics Accessories,2,48.34,96.68,East
2023-02-07,Heavy-Duty Stapler & Staples,Office Supplies,2,23.97,47.94,Central
2025-11-18,Multipurpose Copy Paper (Carton),Office Supplies,3,43.65,130.95,West
2025-01-04,High-Back Mesh Chair,Furniture,2,238.99,477.98,North
2025-04-22,Bookshelf 5-Tier,Furniture,1,150.58,150.58,East
2022-11-25,USB-C Fast Charging Hub,Electronics Accessories,2,50.46,116.06,West
2023-06-19,Smartphone Ultra,Technology,3,927.88,2783.64,East
2021-04-13,Heavy-Duty Stapler & Staples,Office Supplies,1,25.99,25.99,East
2022-10-04,4K Ultra HD Monitor,Technology,2,361.99,723.98,North
2023-08-11,Bookshelf 5-Tier,Furniture,10,144.26,1442.6,North
2021-05-06,Executive Ergonomic Desk,Furniture,3,543.06,1629.18,East
2024-05-30,Standing Desk Converter,Furniture,3,175.17,525.51,South
2023-08-23,Heavy-Duty Stapler & Staples,Office Supplies,5,24.35,121.75,East
2025-09-10,Smartphone Ultra,Technology,3,909.13,2727.39,East
2024-01-23,High-Back Mesh Chair,Furniture,4,239.27,957.08,North
2025-09-24,Heavy-Duty Stapler & Staples,Office Supplies,1,23.74,23.74,West
2023-12-22,HD Streaming Webcam 1080p,Electronics Accessories,2,70.03,161.07,East
2025-09-19,4K Ultra HD Monitor,Technology,1,337.57,337.57,East
2024-02-12,Laptop Pro 15,Technology,3,1172.35,3517.05,East
2023-10-27,Ergonomic Mechanical Keyboard,Technology,1,135.26,135.26,West
2025-07-15,4K Ultra HD Monitor,Technology,1,339.49,339.49,East
2024-01-02,Multipurpose Copy Paper (Carton),Office Supplies,2,43.3,86.6,South
2024-10-14,Multipurpose Copy Paper (Carton),Office Supplies,2,42.47,84.94,West
2021-12-23,Gel Pens Pack (24ct),Office Supplies,1,18.31,18.31,
2024-01-10,Heavy-Duty Stapler & Staples,Office Supplies,5,24.31,121.55,West
2021-10-20,USB-C Fast Charging Hub,Electronics Accessories,1,48.3,48.3,
2024-11-22,Laptop Pro 15,Technology,1,1238.72,1238.72,West
2023-09-15,Conference Room Table,Furniture,1,836.21,836.21,South
2025-01-28,Laptop Pro 15,Technology,1,1200.11,1200.11,North
2023-09-01,Multipurpose Copy Paper (Carton),Office Supplies,3,41.37,124.11,North
2024-02-28,Bookshelf 5-Tier,Furniture,15,147.63,2214.45,South
2022-04-16,Wireless Noise-Canceling Headphones,Technology,3,209.6,628.8,South
2025-09-21,Gel Pens Pack (24ct),Office Supplies,3,19.27,57.81,North
2023-06-20,HD Streaming Webcam 1080p,Electronics Accessories,1,69.79,69.79,South
2024-12-31,Executive Ergonomic Desk,Furniture,1,529.3,608.69,East
2021-05-20,Document Filing Cabinet Tray,Office Supplies,1,33.73,33.73,Central
2024-01-27,High-Back Mesh Chair,Furniture,15,237.68,3565.2,West
2021-04-17,Executive Ergonomic Desk,Furniture,1,554.48,554.48,South
2021-01-24,Precision Wireless Mouse,Electronics Accessories,8,40.98,327.84,East
2023-08-02,Heavy-Duty Stapler & Staples,Office Supplies,2,24.94,49.88,North
2023-11-14,Wireless Noise-Canceling Headphones,Technology,2,199.01,457.72,North
2024-09-26,High-Back Mesh Chair,Furniture,2,244.97,489.94,North
2024-01-02,USB-C Fast Charging Hub,Electronics Accessories,1,48.22,48.22,North
2025-02-26,Bookshelf 5-Tier,Furniture,1,155.87,155.87,South
2025-10-05,Heavy-Duty Stapler & Staples,Office Supplies,5,24.52,122.6,South
2021-12-15,4K Ultra HD Monitor,Technology,2,343.38,686.76,East
2024-07-06,HD Streaming Webcam 1080p,Electronics Accessories,1,70.0,70.0,South
2023-03-31,Executive Ergonomic Desk,Furniture,8,568.24,4545.92,North
2025-06-26,Wireless Noise-Canceling Headphones,Technology,1,191.08,191.08,West
2021-01-17,Bookshelf 5-Tier,Furniture,4,149.29,597.16,South
2025-09-16,External SSD 1TB,Electronics Accessories,3,111.2,333.6,East
2025-04-14,Executive Ergonomic Desk,Furniture,5,527.16,2635.8,North
2021-05-21,Conference Room Table,Furniture,3,834.25,2502.75,North
2024-01-13,Wireless Noise-Canceling Headphones,Technology,1,203.98,203.98,West
2024-01-20,Smartphone Ultra,Technology,3,872.11,2616.33,Central
2023-04-29,Standing Desk Converter,Furniture,1,183.81,183.81,Central
2024-07-22,External SSD 1TB,Electronics Accessories,3,109.91,329.73,Central
2021-06-09,Standing Desk Converter,Furniture,2,185.01,370.02,East
2025-10-21,Multipurpose Copy Paper (Carton),Office Supplies,1,40.67,40.67,East
2024-05-13,High-Back Mesh Chair,Furniture,1,250.22,250.22,Central
2021-06-28,Smartphone Ultra,Technology,4,858.68,3434.72,East
2023-04-16,Heavy-Duty Stapler & Staples,Office Supplies,1,25.12,25.12,North
2022-09-04,HD Streaming Webcam 1080p,Electronics Accessories,3,72.78,218.34,Central
2024-05-10,External SSD 1TB,Electronics Accessories,1,111.19,111.19,West
2021-03-20,Smartphone Ultra,Technology,10,920.5,9205.0,East
2024-11-13,Executive Ergonomic Desk,Furniture,3,568.39,1705.17,East
2023-02-24,Bookshelf 5-Tier,Furniture,4,155.66,622.64,West
2025-02-08,Laptop Pro 15,Technology,4,1211.38,4845.52,North
2021-01-25,Wireless Noise-Canceling Headphones,Technology,1,205.52,205.52,West
2025-05-12,Smartphone Ultra,Technology,1,856.68,856.68,East
2023-05-22,Precision Wireless Mouse,Electronics Accessories,1,39.77,39.77,West
2023-07-07,High-Back Mesh Chair,Furniture,1,254.87,254.87,North
2024-06-11,Wireless Noise-Canceling Headphones,Technology,1,192.17,192.17,Central
2024-01-23,Precision Wireless Mouse,Electronics Accessories,2,39.86,79.72,West
2021-06-14,Conference Room Table,Furniture,2,798.75,1597.5,East
2022-12-17,4K Ultra HD Monitor,Technology,1,333.06,383.02,North
2024-01-12,Conference Room Table,Furniture,1,787.92,787.92,Central
2025-07-22,4K Ultra HD Monitor,Technology,1,343.07,343.07,North
2025-12-01,Smartphone Ultra,Technology,1,943.97,943.97,Central
2023-09-19,Executive Ergonomic Desk,Furniture,3,575.92,1727.76,East
2024-03-22,Precision Wireless Mouse,Electronics Accessories,2,40.05,80.1,East
2025-06-16,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,19.22,38.44,East
2022-11-29,USB-C Fast Charging Hub,Electronics Accessories,1,50.62,58.21,South
2023-06-03,High-Back Mesh Chair,Furniture,8,260.85,2086.8,Central
2025-10-04,Document Filing Cabinet Tray,Office Supplies,1,33.68,33.68,Central
2021-04-12,Standing Desk Converter,Furniture,20,181.21,3624.2,West
2024-03-04,Document Filing Cabinet Tray,Office Supplies,1,35.05,35.05,Central
2025-03-17,4K Ultra HD Monitor,Technology,1,358.24,358.24,North
2024-02-14,Laptop Pro 15,Technology,2,1240.57,2481.14,South
2021-11-18,Laptop Pro 15,Technology,1,1245.67,1432.52,South
2021-04-02,Ergonomic Mechanical Keyboard,Technology,8,133.13,1065.04,Central
2021-06-24,Gel Pens Pack (24ct),,2,18.96,37.92,North
INVALID_DATE,Multipurpose Copy Paper (Carton),Office Supplies,2,43.17,99.29,East
2025-08-29,HD Streaming Webcam 1080p,Electronics Accessories,1,69.37,69.37,North
2022-10-30,Laptop Pro 15,Technology,15,1145.51,17182.65,West
2022-04-07,Wireless Noise-Canceling Headphones,Technology,1,204.76,204.76,South
